"region","lender","sector","year","total_amount_usd","number_transactions"
"Northern Africa","EIB","Consumer Staples",2022,398211645.167822,3
"Northern Africa","EIB","Energy",2011,71428571.4285714,1
"Northern Africa","EIB","Energy",2014,500351246.926589,2
"Northern Africa","EIB","Financials",2011,19130434.7826087,3
"Northern Africa","EIB","Financials",2013,141323370.693234,6
"Northern Africa","EIB","Financials",2014,203478437.341451,7
"Northern Africa","EIB","Financials",2015,332137509.704852,5
"Northern Africa","EIB","Financials",2016,956929745.134724,8
"Northern Africa","EIB","Financials",2017,725907287.745911,7
"Northern Africa","EIB","Financials",2018,1221482690.83079,4
"Northern Africa","EIB","Financials",2019,568439450.686642,3
"Northern Africa","EIB","Financials",2020,187340153.452685,2
"Northern Africa","EIB","Financials",2021,10714285.7142857,1
"Northern Africa","EIB","Financials",2022,100456414.473684,3
"Northern Africa","EIB","Financials",2023,8602150.53763441,1
"Northern Africa","EIB","Industrials",2010,975176722.012165,4
"Northern Africa","EIB","Industrials",2011,797817460.31746,5
"Northern Africa","EIB","Industrials",2012,632467532.467532,3
"Northern Africa","EIB","Industrials",2013,68493150.6849315,1
"Northern Africa","EIB","Industrials",2014,227083333.333333,3
"Northern Africa","EIB","Industrials",2015,381070542.360865,2
"Northern Africa","EIB","Industrials",2016,441573033.707865,4
"Northern Africa","EIB","Industrials",2017,914634080.302457,11
"Northern Africa","EIB","Industrials",2018,405773212.365669,8
"Northern Africa","EIB","Industrials",2019,245555555.555556,1
"Northern Africa","EIB","Industrials",2020,1226086956.52174,2
"Northern Africa","EIB","Industrials",2022,698297781.984081,4
"Northern Africa","EIB","Industrials",2023,925107501.194458,2
"Northern Africa","EIB","Materials",2010,611425716.189207,4
"Northern Africa","EIB","Materials",2015,11235955.0561798,1
"Northern Africa","EIB","Public",2012,72727272.7272727,1
"Northern Africa","EIB","Public",2013,123287671.232877,3
"Northern Africa","EIB","Public",2014,85365853.6585366,1
"Northern Africa","EIB","Public",2018,5609756.09756098,1
"Northern Africa","EIB","Real Estate",2011,60810810.8108108,1
"Northern Africa","EIB","Utilities",2010,908687815.428983,3
"Northern Africa","EIB","Utilities",2011,513970428.35399,5
"Northern Africa","EIB","Utilities",2012,65011961.722488,3
"Northern Africa","EIB","Utilities",2013,355859969.5586,2
"Northern Africa","EIB","Utilities",2014,737978199.131306,5
"Northern Africa","EIB","Utilities",2015,267281664.964249,3
"Northern Africa","EIB","Utilities",2016,190879295.763499,4
"Northern Africa","EIB","Utilities",2017,467258426.966292,4
"Northern Africa","EIB","Utilities",2018,348542949.90905,6
"Northern Africa","EIB","Utilities",2019,123721930.243669,4
"Northern Africa","EIB","Utilities",2020,169018476.430509,2
"Northern Africa","EIB","Utilities",2023,47872340.4255319,1
"Northern Africa","FMO","Consumer Discretionary",2014,2054794.52054795,1
"Northern Africa","FMO","Consumer Staples",2013,5897435.8974359,1
"Northern Africa","FMO","Consumer Staples",2023,25300000,1
"Northern Africa","FMO","Consumer Staples",2024,2.6e+07,3
"Northern Africa","FMO","Financials",2013,6e+06,1
"Northern Africa","FMO","Financials",2016,10752688.172043,1
"Northern Africa","FMO","Financials",2017,23938935.5742297,2
"Northern Africa","FMO","Financials",2018,1123595.50561798,1
"Northern Africa","FMO","Financials",2019,24033333.3333333,2
"Northern Africa","FMO","Financials",2020,4762007.69464412,5
"Northern Africa","FMO","Financials",2021,33258426.9662921,4
"Northern Africa","FMO","Financials",2022,3951020.40816327,2
"Northern Africa","FMO","Financials",2023,17927345.5377574,2
"Northern Africa","FMO","Financials",2024,1700000,1
"Northern Africa","FMO","Health Care",2023,15760869.5652174,1
"Northern Africa","FMO","Industrials",2024,1439130.43478261,2
"Northern Africa","FMO","Materials",2020,14650000,1
"Northern Africa","FMO","Utilities",2017,113530000,9
"Northern Africa","FMO","Utilities",2022,108500000,2
"Northern Africa","IBRD","Consumer Discretionary",2010,6e+07,1
"Northern Africa","IBRD","Consumer Discretionary",2011,10680778.8,2
"Northern Africa","IBRD","Consumer Discretionary",2012,1e+08,1
"Northern Africa","IBRD","Consumer Discretionary",2013,120130750,2
"Northern Africa","IBRD","Consumer Discretionary",2014,111148188.78,3
"Northern Africa","IBRD","Consumer Discretionary",2016,7e+07,1
"Northern Africa","IBRD","Consumer Discretionary",2018,6e+08,2
"Northern Africa","IBRD","Consumer Discretionary",2020,27499999.79,1
"Northern Africa","IBRD","Consumer Discretionary",2023,5.5e+08,2
"Northern Africa","IBRD","Consumer Staples",2010,133314329.15,4
"Northern Africa","IBRD","Consumer Staples",2011,2.05e+08,1
"Northern Africa","IBRD","Consumer Staples",2012,11047099.14,1
"Northern Africa","IBRD","Consumer Staples",2013,203200000,1
"Northern Africa","IBRD","Consumer Staples",2017,2e+08,1
"Northern Africa","IBRD","Consumer Staples",2018,1.4e+08,1
"Northern Africa","IBRD","Consumer Staples",2020,2.5e+08,1
"Northern Africa","IBRD","Consumer Staples",2022,6.3e+08,2
"Northern Africa","IBRD","Energy",2014,5e+08,1
"Northern Africa","IBRD","Energy",2015,1545627.12,1
"Northern Africa","IBRD","Energy",2018,0,1
"Northern Africa","IBRD","Energy",2023,9126775.1,1
"Northern Africa","IBRD","Financials",2010,1e+09,3
"Northern Africa","IBRD","Financials",2011,1e+08,1
"Northern Africa","IBRD","Financials",2014,6e+08,2
"Northern Africa","IBRD","Financials",2015,5e+08,1
"Northern Africa","IBRD","Financials",2017,400000105.42,3
"Northern Africa","IBRD","Financials",2018,1000198953.73,2
"Northern Africa","IBRD","Financials",2019,1251710811.02,5
"Northern Africa","IBRD","Financials",2020,500051894.18,2
"Northern Africa","IBRD","Financials",2021,4e+08,2
"Northern Africa","IBRD","Financials",2022,4e+08,1
"Northern Africa","IBRD","Financials",2023,1.2e+08,1
"Northern Africa","IBRD","Health Care",2015,1e+08,1
"Northern Africa","IBRD","Health Care",2018,536304062.39,2
"Northern Africa","IBRD","Health Care",2020,6.05e+08,4
"Northern Africa","IBRD","Health Care",2021,1e+08,1
"Northern Africa","IBRD","Health Care",2022,5e+08,1
"Northern Africa","IBRD","Health Care",2023,4.5e+08,1
"Northern Africa","IBRD","Health Care",2024,8.6e+07,1
"Northern Africa","IBRD","Industrials",2010,887482398.1,8
"Northern Africa","IBRD","Industrials",2011,281700000,2
"Northern Africa","IBRD","Industrials",2012,5.5e+08,2
"Northern Africa","IBRD","Industrials",2013,6021312.78,2
"Northern Africa","IBRD","Industrials",2014,96550000,1
"Northern Africa","IBRD","Industrials",2015,1312795000,3
"Northern Africa","IBRD","Industrials",2016,7e+08,2
"Northern Africa","IBRD","Industrials",2017,590023052.82,3
"Northern Africa","IBRD","Industrials",2018,130255791.65,2
"Northern Africa","IBRD","Industrials",2019,1.155e+09,4
"Northern Africa","IBRD","Industrials",2020,855466000,4
"Northern Africa","IBRD","Industrials",2021,606147092.62,5
"Northern Africa","IBRD","Industrials",2022,782420000.18,4
"Northern Africa","IBRD","Industrials",2023,9.32e+08,4
"Northern Africa","IBRD","Information Technology",2010,3662196.3,1
"Northern Africa","IBRD","Information Technology",2011,1824077.18,1
"Northern Africa","IBRD","Information Technology",2021,4.5e+08,1
"Northern Africa","IBRD","Information Technology",2023,4.5e+08,1
"Northern Africa","IBRD","Public",2010,189177752.81,4
"Northern Africa","IBRD","Public",2011,5e+08,1
"Northern Africa","IBRD","Public",2012,515981676.89,4
"Northern Africa","IBRD","Public",2013,5e+08,2
"Northern Africa","IBRD","Public",2014,3e+08,2
"Northern Africa","IBRD","Public",2015,2e+08,1
"Northern Africa","IBRD","Public",2016,11515874.34,1
"Northern Africa","IBRD","Public",2017,103447090.11,2
"Northern Africa","IBRD","Public",2018,14572003.54,3
"Northern Africa","IBRD","Public",2022,517032036.75,2
"Northern Africa","IBRD","Utilities",2010,1.25e+09,6
"Northern Africa","IBRD","Utilities",2011,3.1e+08,2
"Northern Africa","IBRD","Utilities",2012,254566192.65,4
"Northern Africa","IBRD","Utilities",2013,625900000,2
"Northern Africa","IBRD","Utilities",2014,197400000,3
"Northern Africa","IBRD","Utilities",2015,604660217.26,10
"Northern Africa","IBRD","Utilities",2016,48006708.65,4
"Northern Africa","IBRD","Utilities",2017,193010789.45,6
"Northern Africa","IBRD","Utilities",2018,523621562.43,5
"Northern Africa","IBRD","Utilities",2019,153059824.92,3
"Northern Africa","IBRD","Utilities",2020,290146286.69,5
"Northern Africa","IBRD","Utilities",2022,5.3e+08,2
"Northern Africa","IBRD","Utilities",2023,618400000,2
"Northern Africa","IDA","Communication Services",2014,0,1
"Northern Africa","IDA","Consumer Discretionary",2010,0,1
"Northern Africa","IDA","Consumer Discretionary",2013,192917.24,2
"Northern Africa","IDA","Consumer Discretionary",2014,0,1
"Northern Africa","IDA","Consumer Discretionary",2016,0,1
"Northern Africa","IDA","Consumer Discretionary",2018,0,2
"Northern Africa","IDA","Consumer Discretionary",2019,0,1
"Northern Africa","IDA","Consumer Discretionary",2023,0,1
"Northern Africa","IDA","Consumer Staples",2010,0,3
"Northern Africa","IDA","Consumer Staples",2011,0,1
"Northern Africa","IDA","Consumer Staples",2013,0,1
"Northern Africa","IDA","Consumer Staples",2015,0,1
"Northern Africa","IDA","Consumer Staples",2017,0,2
"Northern Africa","IDA","Consumer Staples",2020,0,1
"Northern Africa","IDA","Consumer Staples",2022,0,3
"Northern Africa","IDA","Energy",2013,0,1
"Northern Africa","IDA","Financials",2010,0,3
"Northern Africa","IDA","Financials",2011,0,1
"Northern Africa","IDA","Financials",2012,0,1
"Northern Africa","IDA","Financials",2014,0,2
"Northern Africa","IDA","Financials",2017,0,2
"Northern Africa","IDA","Financials",2018,0,1
"Northern Africa","IDA","Financials",2019,0,1
"Northern Africa","IDA","Financials",2020,0,2
"Northern Africa","IDA","Financials",2021,1431627518.74,3
"Northern Africa","IDA","Financials",2022,0,1
"Northern Africa","IDA","Financials",2023,787281.17,3
"Northern Africa","IDA","Health Care",2015,0,1
"Northern Africa","IDA","Health Care",2018,0,1
"Northern Africa","IDA","Health Care",2020,0,2
"Northern Africa","IDA","Health Care",2021,1e+08,1
"Northern Africa","IDA","Health Care",2022,0,1
"Northern Africa","IDA","Health Care",2023,0,1
"Northern Africa","IDA","Industrials",2010,0,3
"Northern Africa","IDA","Industrials",2011,0,1
"Northern Africa","IDA","Industrials",2013,0,1
"Northern Africa","IDA","Industrials",2015,0,3
"Northern Africa","IDA","Industrials",2016,0,2
"Northern Africa","IDA","Industrials",2017,0,2
"Northern Africa","IDA","Industrials",2019,0,2
"Northern Africa","IDA","Industrials",2020,0,1
"Northern Africa","IDA","Industrials",2021,2.1e+08,3
"Northern Africa","IDA","Industrials",2022,0,1
"Northern Africa","IDA","Information Technology",2019,0,1
"Northern Africa","IDA","Information Technology",2020,2e+08,1
"Northern Africa","IDA","Public",2010,0,2
"Northern Africa","IDA","Public",2011,0,1
"Northern Africa","IDA","Public",2012,0,4
"Northern Africa","IDA","Public",2013,0,3
"Northern Africa","IDA","Public",2014,0,2
"Northern Africa","IDA","Public",2015,0,2
"Northern Africa","IDA","Public",2017,0,1
"Northern Africa","IDA","Public",2020,0,1
"Northern Africa","IDA","Public",2021,0,4
"Northern Africa","IDA","Real Estate",2015,0,1
"Northern Africa","IDA","Utilities",2010,0,5
"Northern Africa","IDA","Utilities",2011,0,1
"Northern Africa","IDA","Utilities",2014,0,3
"Northern Africa","IDA","Utilities",2015,0,3
"Northern Africa","IDA","Utilities",2016,0,1
"Northern Africa","IDA","Utilities",2017,0,1
"Northern Africa","IDA","Utilities",2018,0,1
"Northern Africa","IDA","Utilities",2019,0,1
"Northern Africa","IDA","Utilities",2020,0,1
"Northern Africa","IDA","Utilities",2022,0,1
"Northern Africa","IDA","Utilities",2023,0,2
"Northern Africa","IFC","Consumer Discretionary",2015,20500000,1
"Northern Africa","IFC","Consumer Discretionary",2018,15710000,1
"Northern Africa","IFC","Consumer Discretionary",2021,35480000,2
"Northern Africa","IFC","Consumer Discretionary",2022,1318147,2
"Northern Africa","IFC","Consumer Discretionary",2024,500485,1
"Northern Africa","IFC","Consumer Staples",2015,1.6e+07,1
"Northern Africa","IFC","Consumer Staples",2017,1.72e+08,2
"Northern Africa","IFC","Consumer Staples",2019,4.2e+07,2
"Northern Africa","IFC","Consumer Staples",2020,34200000,3
"Northern Africa","IFC","Consumer Staples",2021,923970,1
"Northern Africa","IFC","Consumer Staples",2023,9.5e+07,2
"Northern Africa","IFC","Consumer Staples",2024,56884980,2
"Northern Africa","IFC","Energy",2015,7.5e+07,1
"Northern Africa","IFC","Energy",2017,7.5e+07,1
"Northern Africa","IFC","Energy",2022,9e+07,1
"Northern Africa","IFC","Energy",2023,0,1
"Northern Africa","IFC","Financials",2014,3e+05,1
"Northern Africa","IFC","Financials",2015,108080000,4
"Northern Africa","IFC","Financials",2016,136700000,5
"Northern Africa","IFC","Financials",2017,266072131,10
"Northern Africa","IFC","Financials",2018,77120000,3
"Northern Africa","IFC","Financials",2019,50933088,3
"Northern Africa","IFC","Financials",2020,252740000,6
"Northern Africa","IFC","Financials",2021,185737846,14
"Northern Africa","IFC","Financials",2022,562433738,10
"Northern Africa","IFC","Financials",2023,659562004.015656,11
"Northern Africa","IFC","Financials",2024,101160000,3
"Northern Africa","IFC","Health Care",2018,1e+06,1
"Northern Africa","IFC","Health Care",2020,3.5e+07,1
"Northern Africa","IFC","Health Care",2021,5e+07,2
"Northern Africa","IFC","Industrials",2015,97035385,2
"Northern Africa","IFC","Industrials",2016,1e+07,1
"Northern Africa","IFC","Industrials",2017,1.5e+07,1
"Northern Africa","IFC","Industrials",2019,99331472,4
"Northern Africa","IFC","Industrials",2020,27118475,3
"Northern Africa","IFC","Industrials",2021,1085000,1
"Northern Africa","IFC","Industrials",2022,1669975,4
"Northern Africa","IFC","Industrials",2023,5.1e+08,3
"Northern Africa","IFC","Information Technology",2016,6e+07,2
"Northern Africa","IFC","Materials",2015,58300000,2
"Northern Africa","IFC","Materials",2018,57150000,1
"Northern Africa","IFC","Materials",2019,3e+07,1
"Northern Africa","IFC","Materials",2023,25,1
"Northern Africa","IFC","Materials",2024,1950000,1
"Northern Africa","IFC","Public",2013,450000,1
"Northern Africa","IFC","Public",2017,517601,1
"Northern Africa","IFC","Public",2020,925000,1
"Northern Africa","IFC","Public",2021,3e+06,1
"Northern Africa","IFC","Public",2023,9e+05,2
"Northern Africa","IFC","Public",2024,41035585,3
"Northern Africa","IFC","Real Estate",2020,8.5e+07,1
"Northern Africa","IFC","Utilities",2015,2300000,1
"Northern Africa","IFC","Utilities",2016,5500000,6
"Northern Africa","IFC","Utilities",2017,6500000,7
"Northern Africa","IFC","Utilities",2018,4e+06,1
"Northern Africa","IFC","Utilities",2019,1700001,1
"Northern Africa","IFC","Utilities",2020,1943524,1
"Northern Africa","IFC","Utilities",2021,0,1
"Northern Africa","IFC","Utilities",2022,181700000,4
"Northern Africa","IFC","Utilities",2023,213616881.72043,2
"Northern Africa","IFC","Utilities",2024,1e+08,1
"Northern Africa","KFW","Consumer Discretionary",2023,198045054.945055,10
"Northern Africa","KFW","Consumer Staples",2023,424227877.385772,10
"Northern Africa","KFW","Financials",2023,1414353846.15385,14
"Northern Africa","KFW","Financials",2024,70652173.9130435,1
"Northern Africa","KFW","Health Care",2023,65934065.9340659,7
"Northern Africa","KFW","Industrials",2023,739712374.58194,25
"Northern Africa","KFW","Industrials",2024,246739130.434783,2
"Northern Africa","KFW","Public",2023,431505494.505495,8
"Northern Africa","KFW","Utilities",2023,2242528570.32967,33
"Northern Africa","KFW","Utilities",2024,120652173.913043,4
"Northern Africa","MIGA","Consumer Discretionary",2011,10840540.5405405,2
"Northern Africa","MIGA","Consumer Discretionary",2021,678571428.571429,1
"Northern Africa","MIGA","Consumer Discretionary",2024,308400000,1
"Northern Africa","MIGA","Consumer Staples",2012,16200000,3
"Northern Africa","MIGA","Energy",2012,1.5e+08,1
"Northern Africa","MIGA","Energy",2014,23400000,1
"Northern Africa","MIGA","Financials",2011,5135135.13513513,1
"Northern Africa","MIGA","Financials",2023,192850000,1
"Northern Africa","MIGA","Industrials",2011,217700000,1
"Northern Africa","MIGA","Industrials",2012,3500000,1
"Northern Africa","MIGA","Industrials",2023,2.8e+08,1
"Northern Africa","MIGA","Materials",2015,10200000,1
"Northern Africa","MIGA","Materials",2018,16200000,1
"Northern Africa","MIGA","Utilities",2017,181970000,11
"Northern Africa","MIGA","Utilities",2019,174350000,2
"Northern Africa","MIGA","Utilities",2020,24800000,1
"Northern Africa","MIGA","Utilities",2024,94682795.6989247,2
"Northern Africa","OFID","Consumer Discretionary",2010,350000,1
"Northern Africa","OFID","Consumer Discretionary",2015,2e+05,1
"Northern Africa","OFID","Consumer Discretionary",2016,70000,1
"Northern Africa","OFID","Consumer Discretionary",2017,3e+05,3
"Northern Africa","OFID","Consumer Discretionary",2018,50000,1
"Northern Africa","OFID","Consumer Staples",2010,15060000,2
"Northern Africa","OFID","Consumer Staples",2012,6.5e+07,2
"Northern Africa","OFID","Consumer Staples",2014,50000,1
"Northern Africa","OFID","Consumer Staples",2017,53200000,1
"Northern Africa","OFID","Consumer Staples",2020,5e+07,2
"Northern Africa","OFID","Energy",2014,2e+07,1
"Northern Africa","OFID","Energy",2020,3.8e+07,1
"Northern Africa","OFID","Energy",2021,34300000,2
"Northern Africa","OFID","Financials",2010,1.25e+08,3
"Northern Africa","OFID","Financials",2012,5e+07,1
"Northern Africa","OFID","Financials",2013,1e+07,1
"Northern Africa","OFID","Financials",2014,1.22e+08,3
"Northern Africa","OFID","Financials",2015,4e+07,1
"Northern Africa","OFID","Financials",2016,5e+07,1
"Northern Africa","OFID","Financials",2017,1.5e+08,4
"Northern Africa","OFID","Financials",2018,5e+07,1
"Northern Africa","OFID","Financials",2019,2e+08,7
"Northern Africa","OFID","Financials",2021,2.5e+07,1
"Northern Africa","OFID","Financials",2022,2e+07,1
"Northern Africa","OFID","Financials",2023,1e+07,1
"Northern Africa","OFID","Health Care",2010,7e+05,1
"Northern Africa","OFID","Health Care",2012,3e+05,1
"Northern Africa","OFID","Health Care",2014,1e+05,1
"Northern Africa","OFID","Health Care",2015,1e+05,1
"Northern Africa","OFID","Health Care",2019,4.2e+07,3
"Northern Africa","OFID","Industrials",2018,14050000,2
"Northern Africa","OFID","Industrials",2019,9.5e+07,1
"Northern Africa","OFID","Materials",2016,2.4e+07,1
"Northern Africa","OFID","Materials",2020,2e+07,1
"Northern Africa","OFID","Public",2010,50000,1
"Northern Africa","OFID","Public",2013,4e+05,1
"Northern Africa","OFID","Public",2014,5e+05,1
"Northern Africa","OFID","Public",2020,3e+05,1
"Northern Africa","OFID","Utilities",2010,7e+07,2
"Northern Africa","OFID","Utilities",2011,3e+07,1
"Northern Africa","OFID","Utilities",2012,82570000,2
"Northern Africa","OFID","Utilities",2013,1.3e+08,2
"Northern Africa","OFID","Utilities",2014,55500000,3
"Northern Africa","OFID","Utilities",2015,7e+07,1
"Northern Africa","OFID","Utilities",2016,250000,2
"Northern Africa","OFID","Utilities",2017,50000,1
"Northern Africa","OFID","Utilities",2018,1e+05,1
"Northern Africa","OFID","Utilities",2020,3e+07,1
"Northern Africa","OFID","Utilities",2023,5e+05,1
"Northern Africa","Proparco","Consumer Discretionary",2015,15559764.0449438,1
"Northern Africa","Proparco","Consumer Discretionary",2020,19588331.5217391,1
"Northern Africa","Proparco","Consumer Discretionary",2021,7471910.11235955,2
"Northern Africa","Proparco","Consumer Discretionary",2022,1079545.45454545,1
"Northern Africa","Proparco","Financials",2011,14328571.4285714,2
"Northern Africa","Proparco","Financials",2014,41095890.4109589,1
"Northern Africa","Proparco","Financials",2015,56790630.0595956,5
"Northern Africa","Proparco","Financials",2016,9619333.300669,4
"Northern Africa","Proparco","Financials",2017,45935947.7124183,3
"Northern Africa","Proparco","Financials",2018,9338794.92600423,4
"Northern Africa","Proparco","Financials",2019,3e+07,2
"Northern Africa","Proparco","Financials",2020,29836995.0389794,2
"Northern Africa","Proparco","Financials",2021,6805413.68743616,2
"Northern Africa","Proparco","Financials",2023,32414925.321487,4
"Northern Africa","Proparco","Health Care",2018,46951219.5121951,2
"Northern Africa","Proparco","Health Care",2020,12111111.1111111,2
"Northern Africa","Proparco","Health Care",2023,31264107.3080481,3
"Northern Africa","Proparco","Industrials",2017,23694117.6470588,2
"Northern Africa","Proparco","Industrials",2023,49652136.2637363,1
"Northern Africa","Proparco","Utilities",2017,136834022.352941,5
"Northern Africa","USEXIM","Health Care",2018,1.8e+09,1
"Southern Africa","AFDB","Communication Services",2013,11538461.5384615,1
"Southern Africa","AFDB","Communication Services",2014,1227692.30769231,1
"Southern Africa","AFDB","Consumer Discretionary",2010,923076.923076923,1
"Southern Africa","AFDB","Consumer Discretionary",2016,837409.722222222,2
"Southern Africa","AFDB","Consumer Discretionary",2017,0,1
"Southern Africa","AFDB","Consumer Staples",2011,923076.923076923,1
"Southern Africa","AFDB","Consumer Staples",2013,983864.621212121,1
"Southern Africa","AFDB","Consumer Staples",2016,2066291.58333333,3
"Southern Africa","AFDB","Consumer Staples",2017,0,1
"Southern Africa","AFDB","Consumer Staples",2019,993093.328767123,2
"Southern Africa","AFDB","Consumer Staples",2020,1643835.61643836,1
"Southern Africa","AFDB","Consumer Staples",2021,146025400.511212,3
"Southern Africa","AFDB","Consumer Staples",2022,162275136.377658,2
"Southern Africa","AFDB","Financials",2010,204601426.644796,2
"Southern Africa","AFDB","Financials",2011,335245391.15625,2
"Southern Africa","AFDB","Financials",2012,64728951.4923077,2
"Southern Africa","AFDB","Financials",2015,0,1
"Southern Africa","AFDB","Financials",2016,302490.540540541,1
"Southern Africa","AFDB","Financials",2017,0,1
"Southern Africa","AFDB","Financials",2019,0,1
"Southern Africa","AFDB","Financials",2020,497697936.491002,4
"Southern Africa","AFDB","Financials",2022,210740564.290014,2
"Southern Africa","AFDB","Financials",2023,90099696.9078947,1
"Southern Africa","AFDB","Industrials",2010,189546114.132353,2
"Southern Africa","AFDB","Industrials",2013,189353222.242424,2
"Southern Africa","AFDB","Industrials",2014,54756237.2461538,1
"Southern Africa","AFDB","Industrials",2016,192204239.957746,1
"Southern Africa","AFDB","Industrials",2017,177964686.71831,3
"Southern Africa","AFDB","Industrials",2018,368388838.333333,4
"Southern Africa","AFDB","Industrials",2020,244278409.263889,3
"Southern Africa","AFDB","Industrials",2021,50163413.5915493,1
"Southern Africa","AFDB","Industrials",2023,201710902.4399,3
"Southern Africa","AFDB","Industrials",2024,100794766.733333,1
"Southern Africa","AFDB","Materials",2010,404482.323529412,1
"Southern Africa","AFDB","Public",2010,1846590.90909091,2
"Southern Africa","AFDB","Public",2011,3407164.74063571,5
"Southern Africa","AFDB","Public",2012,754769.230769231,1
"Southern Africa","AFDB","Public",2013,4e+06,1
"Southern Africa","AFDB","Public",2015,1243001.38888889,1
"Southern Africa","AFDB","Public",2017,0,1
"Southern Africa","AFDB","Public",2021,4285714.28571429,1
"Southern Africa","AFDB","Public",2022,3171029.50915415,3
"Southern Africa","AFDB","Utilities",2011,10935287.4241071,2
"Southern Africa","AFDB","Utilities",2013,14018648.5692308,1
"Southern Africa","AFDB","Utilities",2014,87518817.6553053,5
"Southern Africa","AFDB","Utilities",2015,339978943.134194,5
"Southern Africa","AFDB","Utilities",2016,20937868.1385135,2
"Southern Africa","AFDB","Utilities",2018,70786387.5277778,4
"Southern Africa","AFDB","Utilities",2019,72815762.5479452,1
"Southern Africa","AFDB","Utilities",2020,103508987.180556,1
"Southern Africa","AFDB","Utilities",2021,70819197.2816901,2
"Southern Africa","AFDB","Utilities",2022,15073290.3462318,3
"Southern Africa","DFC","Consumer Discretionary",2015,6e+06,1
"Southern Africa","DFC","Consumer Discretionary",2023,7300000,1
"Southern Africa","DFC","Consumer Staples",2020,3.6e+07,1
"Southern Africa","DFC","Energy",2019,4e+07,1
"Southern Africa","DFC","Energy",2023,5.35e+08,1
"Southern Africa","DFC","Financials",2011,183896,1
"Southern Africa","DFC","Financials",2012,2641370,1
"Southern Africa","DFC","Financials",2015,2.95e+08,2
"Southern Africa","DFC","Financials",2016,99589373,1
"Southern Africa","DFC","Financials",2018,4408855,1
"Southern Africa","DFC","Financials",2021,1.5e+08,1
"Southern Africa","DFC","Financials",2023,8e+06,1
"Southern Africa","DFC","Health Care",2021,118764845.6,1
"Southern Africa","DFC","Industrials",2022,2e+06,1
"Southern Africa","DFC","Materials",2017,43500000,4
"Southern Africa","DFC","Materials",2018,3e+07,1
"Southern Africa","DFC","Materials",2024,5e+07,1
"Southern Africa","DFC","Real Estate",2019,2e+07,1
"Southern Africa","DFC","Utilities",2013,2.5e+08,1
"Southern Africa","DFC","Utilities",2016,1.5e+08,1
"Southern Africa","EIB","Consumer Staples",2015,13643241.6263736,3
"Southern Africa","EIB","Consumer Staples",2017,55555555.5555556,1
"Southern Africa","EIB","Financials",2013,205479452.054795,1
"Southern Africa","EIB","Financials",2015,256840410.553167,5
"Southern Africa","EIB","Financials",2017,55555555.5555556,1
"Southern Africa","EIB","Financials",2018,82352941.1764706,1
"Southern Africa","EIB","Financials",2019,112359550.561798,1
"Southern Africa","EIB","Health Care",2022,15789473.6842105,1
"Southern Africa","EIB","Public",2012,65789473.6842105,1
"Southern Africa","EIB","Utilities",2010,372729128.39355,4
"Southern Africa","EIB","Utilities",2011,142857142.857143,2
"Southern Africa","EIB","Utilities",2012,65789473.6842105,1
"Southern Africa","EIB","Utilities",2013,150684931.506849,1
"Southern Africa","EIB","Utilities",2014,237874861.162532,2
"Southern Africa","EIB","Utilities",2017,43333333.3333333,1
"Southern Africa","EIB","Utilities",2018,138214285.714286,2
"Southern Africa","EIB","Utilities",2022,1e+08,1
"Southern Africa","EIB","Utilities",2023,212765957.446809,1
"Southern Africa","FMO","Consumer Discretionary",2013,4224025.97402597,2
"Southern Africa","FMO","Consumer Staples",2015,8704735.37604457,2
"Southern Africa","FMO","Consumer Staples",2018,11627906.9767442,1
"Southern Africa","FMO","Consumer Staples",2020,1764705.88235294,1
"Southern Africa","FMO","Consumer Staples",2022,7123898.56006877,2
"Southern Africa","FMO","Consumer Staples",2023,2e+07,1
"Southern Africa","FMO","Consumer Staples",2024,10752.688172043,1
"Southern Africa","FMO","Energy",2018,3e+07,1
"Southern Africa","FMO","Financials",2013,16103309.9297894,2
"Southern Africa","FMO","Financials",2014,1e+07,1
"Southern Africa","FMO","Financials",2015,36298899.3929338,3
"Southern Africa","FMO","Financials",2016,10107443.8202247,3
"Southern Africa","FMO","Financials",2017,44092869.0280444,5
"Southern Africa","FMO","Financials",2018,71500000,3
"Southern Africa","FMO","Financials",2019,55555.5555555556,1
"Southern Africa","FMO","Financials",2020,158598336.304219,6
"Southern Africa","FMO","Financials",2021,3293807.64163373,1
"Southern Africa","FMO","Financials",2022,113211.600429646,3
"Southern Africa","FMO","Financials",2024,5e+07,1
"Southern Africa","FMO","Industrials",2020,2473958.33333333,1
"Southern Africa","FMO","Industrials",2022,20019607.8431373,2
"Southern Africa","FMO","Industrials",2023,1e+06,1
"Southern Africa","FMO","Information Technology",2018,2500000,1
"Southern Africa","FMO","Information Technology",2019,5e+05,1
"Southern Africa","FMO","Utilities",2012,64953259.6523687,2
"Southern Africa","FMO","Utilities",2013,30643513.7895812,3
"Southern Africa","FMO","Utilities",2014,209990036.231884,1
"Southern Africa","FMO","Utilities",2016,2.2e+07,1
"Southern Africa","FMO","Utilities",2018,1030324.90974729,1
"Southern Africa","FMO","Utilities",2019,53808038.8080388,2
"Southern Africa","FMO","Utilities",2023,2e+08,2
"Southern Africa","IBRD","Consumer Discretionary",2022,27350000,1
"Southern Africa","IBRD","Consumer Discretionary",2023,2e+07,1
"Southern Africa","IBRD","Financials",2017,9.3e+07,1
"Southern Africa","IBRD","Financials",2021,66124638.88,1
